Date,MXN_Close,GSPC_Close,IXIC_Close,MXX_Close,MXN_High,GSPC_High,IXIC_High,MXX_High,MXN_Low,GSPC_Low,IXIC_Low,MXX_Low,MXN_Open,GSPC_Open,IXIC_Open,MXX_Open,MXN_Volume,GSPC_Volume,IXIC_Volume,MXX_Volume
2015-01-20,14.65036964416504,2022.550048828125,4654.85009765625,41752.671875,14.668700218200684,2028.93994140625,4665.64990234375,41974.0,14.583900451660156,2004.489990234375,4601.10009765625,41129.12109375,14.635490417480469,2020.760009765625,4655.83984375,41286.578125,0.0,3944340000.0,1835040000.0,210067800.0
2015-01-21,14.758000373840332,2032.1199951171875,4667.419921875,42488.73046875,14.793100357055664,2038.2900390625,4692.4599609375,42491.1015625,14.59630012512207,2012.0400390625,4629.58984375,41594.08984375,14.651350021362305,2020.18994140625,4641.9501953125,41753.48046875,0.0,3730070000.0,1847420000.0,241140400.0
2015-01-22,14.60262966156006,2063.14990234375,4750.39990234375,43121.28125,14.780070304870604,2064.6201171875,4752.60009765625,43165.55859375,14.581000328063965,2026.3800048828125,4644.56982421875,42488.8203125,14.758000373840332,2034.300048828125,4690.93017578125,42489.37890625,0.0,4176050000.0,1996550000.0,269586300.0
2015-01-23,14.64879035949707,2051.820068359375,4757.8798828125,42649.71875,14.733980178833008,2062.97998046875,4771.18017578125,43124.44140625,14.602580070495604,2050.5400390625,4737.9501953125,42618.03125,14.604000091552734,2062.97998046875,4748.18994140625,43123.171875,0.0,3573560000.0,1653830000.0,177289400.0
2015-01-26,14.57409954071045,2057.090087890625,4771.759765625,42737.8515625,14.69279956817627,2057.6201171875,4774.18017578125,42831.75,14.551850318908691,2040.969970703125,4734.2001953125,42360.73046875,14.680700302124023,2050.419921875,4752.35986328125,42649.1015625,0.0,3465760000.0,1717510000.0,182968600.0
2015-01-27,14.617690086364746,2029.550048828125,4681.5,42627.8203125,14.645299911499023,2047.8599853515625,4721.8701171875,42737.8515625,14.550700187683104,2019.9100341796875,4659.830078125,42128.23046875,14.574600219726562,2047.8599853515625,4698.22998046875,42737.8515625,0.0,3329810000.0,1954160000.0,166083900.0
2015-01-28,14.727999687194824,2002.1600341796875,4637.990234375,42158.0703125,14.757049560546877,2042.489990234375,4742.06005859375,42743.46875,14.612939834594728,2001.489990234375,4637.47998046875,42158.0703125,14.61713981628418,2032.3399658203125,4740.68994140625,42627.8203125,0.0,4067530000.0,2118680000.0,171120600.0
2015-01-29,14.784950256347656,2021.25,4683.41015625,41862.328125,14.894399642944336,2024.6400146484373,4688.41015625,42157.1796875,14.718999862670898,1989.1800537109373,4601.759765625,41762.421875,14.72702980041504,2002.449951171875,4635.72998046875,42150.80859375,0.0,4127140000.0,2110710000.0,182630600.0
2015-01-30,14.961770057678224,1994.989990234375,4635.240234375,40950.578125,15.05644989013672,2023.3199462890625,4703.81005859375,41864.21875,14.759099960327148,1993.3800048828125,4631.10009765625,40886.859375,14.779000282287598,2019.3499755859373,4671.2099609375,41862.62890625,0.0,4568650000.0,2264230000.0,242054000.0
2015-02-02,14.858880043029783,2020.8499755859373,4676.68994140625,,14.98110008239746,2021.6600341796875,4676.68994140625,,14.849200248718262,1980.9000244140625,4580.4599609375,,14.95199966430664,1996.6700439453125,4650.60009765625,,0.0,4008330000.0,2006450000.0,
2015-02-03,14.67588996887207,2050.030029296875,4727.740234375,41572.23828125,14.904549598693848,2050.300048828125,4727.740234375,41868.37890625,14.642999649047852,2022.7099609375,4670.81982421875,40944.80859375,14.858880043029783,2022.7099609375,4693.25,40954.62109375,0.0,4615900000.0,2153520000.0,230362500.0
2015-02-04,14.881529808044434,2041.510009765625,4716.7001953125,41710.8203125,14.906149864196776,2054.739990234375,4744.330078125,42055.25,14.630000114440918,2036.719970703125,4697.7900390625,41553.109375,14.675999641418455,2048.860107421875,4699.81005859375,41572.23828125,0.0,4141920000.0,2212960000.0,203348500.0
2015-02-05,14.7916898727417,2062.52001953125,4765.10009765625,42453.640625,14.91331958770752,2063.550048828125,4767.3798828125,42469.16015625,14.734000205993652,2043.449951171875,4722.7998046875,41708.578125,14.885299682617188,2043.449951171875,4729.64990234375,41709.6796875,0.0,3821990000.0,2036590000.0,328441800.0
2015-02-06,14.83292007446289,2055.469970703125,4744.39990234375,42715.4296875,14.95259952545166,2072.39990234375,4787.18017578125,42880.3515625,14.727800369262695,2049.969970703125,4731.22021484375,42447.44921875,14.791390419006348,2062.280029296875,4768.83984375,42447.44921875,0.0,4232970000.0,2034060000.0,231657000.0
2015-02-09,14.809700012207031,2046.739990234375,4726.009765625,42810.2890625,14.86740016937256,2056.159912109375,4749.47021484375,42876.94921875,14.779000282287598,2041.8800048828125,4719.60986328125,42474.828125,14.850099563598633,2053.469970703125,4723.72998046875,42705.26171875,0.0,3549540000.0,1654680000.0,182064400.0
2015-02-10,14.94594955444336,2068.590087890625,4787.64013671875,42635.19140625,14.987700462341309,2070.860107421875,4793.27001953125,43159.08984375,14.789899826049805,2048.6201171875,4737.1201171875,42635.1484375,14.81116008758545,2049.3798828125,4754.6298828125,42811.359375,0.0,3669850000.0,1773730000.0,244737400.0
2015-02-11,15.069000244140623,2068.530029296875,4801.18017578125,41933.26171875,15.14752960205078,2073.47998046875,4810.35986328125,42630.44921875,14.92300033569336,2057.989990234375,4780.1298828125,41901.109375,14.946290016174316,2068.550048828125,4788.3701171875,42630.0703125,0.0,3596860000.0,1793630000.0,220150900.0
2015-02-12,14.92300033569336,2088.47998046875,4857.60986328125,43045.51171875,15.09214973449707,2088.530029296875,4857.60986328125,43046.87890625,14.86709976196289,2069.97998046875,4823.56982421875,41897.3203125,15.077369689941406,2069.97998046875,4828.080078125,41925.71875,0.0,3788350000.0,2075470000.0,180138000.0
2015-02-13,14.877479553222656,2096.989990234375,4893.83984375,43072.421875,15.00102996826172,2097.030029296875,4893.83984375,43250.390625,14.836999893188477,2086.699951171875,4860.1201171875,42954.94140625,14.920000076293944,2088.780029296875,4869.72998046875,43032.078125,0.0,3527450000.0,1942240000.0,148371900.0
2015-02-16,14.91508960723877,,,42959.55859375,14.932350158691406,,,43141.890625,14.850899696350098,,,42886.1484375,14.896690368652344,,,43074.03125,0.0,,,25467400.0
2015-02-17,14.909000396728516,2100.340087890625,4899.27001953125,43251.7890625,14.927860260009766,2101.300048828125,4901.89013671875,43264.390625,14.816450119018556,2089.800048828125,4880.64013671875,42613.6796875,14.91763973236084,2096.469970703125,4889.990234375,42959.55859375,0.0,3361750000.0,1751490000.0,148126500.0
2015-02-18,14.861000061035156,2099.679931640625,4906.35986328125,43053.6484375,14.968000411987305,2100.22998046875,4907.5,43484.76953125,14.831660270690918,2092.14990234375,4885.60009765625,42823.8515625,14.91569995880127,2099.159912109375,4890.83984375,43246.3984375,0.0,3370020000.0,1684800000.0,278075700.0
2015-02-19,15.000080108642578,2097.449951171875,4924.7001953125,43231.421875,15.031000137329102,2102.1298828125,4929.52978515625,43310.87109375,14.857999801635742,2090.7900390625,4900.6298828125,42865.19921875,14.86305046081543,2099.25,4901.509765625,43043.1484375,0.0,3247100000.0,1592890000.0,149976900.0
2015-02-20,15.017660140991213,2110.300048828125,4955.97021484375,43551.26171875,15.098999977111816,2110.610107421875,4957.02001953125,43569.55078125,14.961790084838867,2085.43994140625,4905.58984375,43080.62109375,14.99903964996338,2097.64990234375,4919.77978515625,43223.87890625,0.0,3281600000.0,1761140000.0,157812500.0
2015-02-23,15.092740058898926,2109.659912109375,4960.97021484375,43675.87109375,15.13113021850586,2110.050048828125,4960.97021484375,43680.421875,15.026000022888184,2103.0,4939.56005859375,43446.6484375,15.040599822998049,2109.830078125,4953.10009765625,43536.83984375,0.0,3093680000.0,1754850000.0,157766100.0
2015-02-24,14.92199993133545,2115.47998046875,4968.1201171875,43921.55078125,15.148320198059082,2117.93994140625,4971.18017578125,44033.671875,14.8716402053833,2105.8701171875,4945.14013671875,43629.30859375,15.091360092163086,2109.10009765625,4956.2099609375,43672.1015625,0.0,3199840000.0,1834890000.0,247357200.0
2015-02-25,14.931900024414062,2113.860107421875,4967.14013671875,43802.0703125,14.941610336303713,2119.590087890625,4984.240234375,44008.94140625,14.873069763183594,2109.889892578125,4956.0,43635.0390625,14.929849624633787,2115.300048828125,4960.35986328125,43915.359375,0.0,3312340000.0,1848560000.0,234987800.0
2015-02-26,14.983320236206056,2110.739990234375,4987.89013671875,44416.48828125,15.017200469970703,2113.909912109375,4989.10986328125,44417.2890625,14.81879997253418,2103.760009765625,4955.509765625,43723.6015625,14.93575954437256,2113.909912109375,4969.27001953125,43798.73046875,0.0,3408690000.0,1905550000.0,192596800.0
2015-02-27,14.940250396728516,2104.5,4963.52978515625,44190.171875,15.038100242614746,2112.739990234375,4989.25,44439.98828125,14.907299995422363,2103.75,4960.8701171875,43983.140625,14.986700057983398,2110.8798828125,4985.02978515625,44408.328125,0.0,3547380000.0,1955590000.0,373527000.0
2015-03-02,15.022000312805176,2117.389892578125,5008.10009765625,43882.7109375,15.02637004852295,2117.52001953125,5008.56982421875,44279.328125,14.925999641418455,2104.5,4972.009765625,43560.8515625,14.940600395202637,2105.22998046875,4973.43017578125,44179.9296875,0.0,3409490000.0,1931110000.0,238489100.0
2015-03-03,14.983599662780762,2107.780029296875,4979.89990234375,43600.37109375,15.04860019683838,2115.760009765625,4996.66015625,43906.16015625,14.928000450134276,2098.260009765625,4956.06982421875,43519.6796875,15.02299976348877,2115.760009765625,4990.7001953125,43875.73828125,0.0,3262300000.0,2018900000.0,222689700.0
2015-03-04,15.04640007019043,2098.530029296875,4967.14013671875,43296.55078125,15.112600326538086,2107.719970703125,4973.31982421875,43605.140625,14.97599983215332,2094.489990234375,4938.89990234375,43130.51953125,14.982000350952148,2107.719970703125,4961.240234375,43598.2109375,0.0,3421110000.0,1824830000.0,190139000.0
2015-03-05,15.186100006103516,2101.0400390625,4982.81005859375,43517.7890625,15.257200241088867,2104.25,4993.52001953125,43783.0,15.02754020690918,2095.219970703125,4963.10009765625,43155.8515625,15.046199798583984,2098.5400390625,4979.9501953125,43284.4296875,0.0,3103030000.0,1724200000.0,253013200.0
2015-03-06,15.49314022064209,2071.260009765625,4927.3701171875,43280.80859375,15.512749671936035,2100.909912109375,4982.93017578125,43517.171875,15.171099662780762,2067.27001953125,4918.6298828125,43129.8203125,15.186800003051758,2100.909912109375,4967.240234375,43510.23828125,0.0,3853570000.0,1918220000.0,202066800.0
2015-03-09,15.491379737854004,2079.429931640625,4942.43994140625,43251.3984375,15.52554988861084,2083.489990234375,4950.47021484375,43350.2890625,15.404999732971191,2072.2099609375,4920.81982421875,43003.98828125,15.459449768066406,2072.25,4936.080078125,43280.80859375,0.0,3349090000.0,1696510000.0,145265100.0
2015-03-10,15.614370346069336,2044.1600341796875,4859.7900390625,42972.1484375,15.653289794921877,2076.139892578125,4903.43994140625,43246.5703125,15.482999801635742,2044.1600341796875,4859.7900390625,42674.25,15.491410255432127,2076.139892578125,4899.509765625,43246.5703125,0.0,3668900000.0,1876010000.0,177428000.0
2015-03-11,15.476699829101562,2040.239990234375,4849.93994140625,43227.19921875,15.665949821472168,2050.080078125,4876.08984375,43310.37890625,15.402799606323242,2039.68994140625,4846.7900390625,42929.51953125,15.614370346069336,2044.68994140625,4866.93994140625,42978.6015625,0.0,3406570000.0,1846020000.0,223614100.0
2015-03-12,15.38617992401123,2065.949951171875,4893.2900390625,44055.890625,15.492050170898438,2066.409912109375,4895.7998046875,44056.109375,15.346850395202637,2041.0999755859373,4853.2001953125,43176.51171875,15.475689888000488,2041.0999755859373,4853.97998046875,43228.08984375,0.0,3405860000.0,1855110000.0,178847500.0
2015-03-13,15.480850219726562,2053.39990234375,4871.759765625,44002.2890625,15.559399604797363,2064.56005859375,4904.47021484375,44140.26171875,15.38584041595459,2041.1700439453125,4842.7998046875,43703.96875,15.386320114135742,2064.56005859375,4885.5400390625,44055.890625,0.0,3498560000.0,1851410000.0,179720700.0
2015-03-16,15.406959533691406,2081.18994140625,4929.509765625,,15.517600059509276,2081.409912109375,4929.93994140625,,15.37689971923828,2055.35009765625,4889.08984375,,15.485560417175291,2055.35009765625,4897.27001953125,,0.0,3295600000.0,1713480000.0,
2015-03-17,15.382949829101562,2074.280029296875,4937.43017578125,43761.359375,15.444049835205078,2080.590087890625,4944.91015625,43998.71875,15.357410430908203,2065.080078125,4907.02001953125,43761.359375,15.406959533691406,2080.590087890625,4912.64990234375,43997.44921875,0.0,3221840000.0,1724370000.0,171895000.0
2015-03-18,15.11359977722168,2099.5,4982.830078125,44360.87109375,15.44159984588623,2106.85009765625,5001.56982421875,44360.87109375,15.015000343322754,2061.22998046875,4907.72021484375,43490.08984375,15.383020401000977,2072.840087890625,4926.830078125,43756.78125,0.0,4128210000.0,1983570000.0,267505600.0
2015-03-19,15.261520385742188,2089.27001953125,4992.3798828125,44118.171875,15.342869758605955,2098.68994140625,5000.02001953125,44441.1484375,15.078439712524414,2085.56005859375,4979.93994140625,43920.28125,15.113900184631348,2098.68994140625,4982.02001953125,44354.94140625,0.0,3305220000.0,1674970000.0,204850800.0
2015-03-20,15.052599906921388,2108.10009765625,5026.419921875,43968.1484375,15.272740364074709,2113.919921875,5042.14013671875,44325.94140625,14.977499961853027,2090.320068359375,5020.06982421875,43739.46875,15.261520385742188,2090.320068359375,5033.47021484375,44117.94140625,0.0,5554120000.0,2825670000.0,407713600.0
2015-03-23,14.923299789428713,2104.419921875,5010.97021484375,43952.7109375,15.073650360107422,2114.860107421875,5031.39013671875,44056.98046875,14.913769721984863,2104.419921875,5010.97021484375,43840.671875,15.042739868164062,2107.989990234375,5020.60009765625,43968.1484375,0.0,3267960000.0,1608880000.0,139263300.0
2015-03-24,14.944700241088867,2091.5,4994.72998046875,44051.2109375,15.0,2107.6298828125,5032.47998046875,44242.5703125,14.866999626159668,2091.5,4994.56005859375,43943.3203125,14.92275047302246,2103.93994140625,5010.10009765625,43947.3203125,0.0,3189820000.0,1611670000.0,161948600.0
2015-03-25,14.994000434875488,2061.050048828125,4876.52001953125,43630.9609375,15.000399589538574,2097.429931640625,5006.759765625,44212.28125,14.86400032043457,2061.050048828125,4876.52001953125,43630.58984375,14.94509983062744,2093.10009765625,5002.830078125,44040.96875,0.0,3521140000.0,2219520000.0,153901700.0
2015-03-26,15.146300315856934,2056.14990234375,4863.35986328125,43229.16015625,15.167409896850586,2067.14990234375,4889.2099609375,43610.58984375,14.953519821166992,2045.5,4825.93017578125,43099.48046875,14.99744987487793,2059.93994140625,4835.7099609375,43610.58984375,0.0,3510670000.0,2004960000.0,203462600.0
2015-03-27,15.23126983642578,2061.02001953125,4891.22021484375,43637.96875,15.23610019683838,2062.830078125,4899.259765625,43656.37890625,15.098999977111816,2052.9599609375,4859.66015625,43096.73046875,15.146519660949709,2055.780029296875,4863.740234375,43231.44921875,0.0,3008550000.0,1678650000.0,182587500.0
2015-03-30,15.260899543762209,2086.239990234375,4947.43994140625,43922.828125,15.274849891662598,2088.969970703125,4948.4599609375,44015.94140625,15.196100234985352,2064.110107421875,4921.1201171875,43571.3515625,15.21208953857422,2064.110107421875,4921.77978515625,43631.23046875,0.0,2917690000.0,1778520000.0,145908900.0
2015-03-31,15.261500358581545,2067.889892578125,4900.8798828125,43724.78125,15.350449562072754,2084.050048828125,4940.8701171875,43916.1015625,15.218600273132324,2067.0400390625,4899.31005859375,43596.87109375,15.26039981842041,2084.050048828125,4925.91015625,43916.1015625,0.0,3376550000.0,1837660000.0,184966800.0
2015-04-01,15.134900093078612,2059.68994140625,4880.22998046875,44202.94140625,15.299400329589844,2067.6298828125,4899.3798828125,44216.75,15.098199844360352,2048.3798828125,4844.39013671875,43697.44921875,15.261500358581545,2067.6298828125,4894.35986328125,43709.48828125,0.0,3543270000.0,1874960000.0,185105000.0
2015-04-02,15.01010036468506,2066.9599609375,4886.93994140625,,15.157090187072754,2072.169921875,4901.330078125,,14.984600067138672,2057.320068359375,4872.9599609375,,15.134960174560549,2060.030029296875,4885.41015625,,0.0,3095960000.0,1563670000.0,
2015-04-03,14.81449031829834,,,,15.030699729919434,,,,14.766200065612791,,,,15.01010036468506,,,,0.0,,,
2015-04-06,14.895299911499023,2080.6201171875,4917.31982421875,44850.05859375,14.935199737548828,2086.989990234375,4929.6201171875,44897.03125,14.757450103759766,2056.52001953125,4852.91015625,43833.890625,14.808349609375,2064.8701171875,4855.93994140625,44202.87109375,0.0,3302970000.0,1737560000.0,174250100.0
2015-04-07,14.917280197143556,2076.330078125,4910.22998046875,44987.87109375,14.949549674987791,2089.81005859375,4948.8798828125,45181.421875,14.859999656677246,2076.10009765625,4909.77001953125,44674.94921875,14.893799781799316,2080.7900390625,4917.5,44857.0703125,0.0,3065510000.0,1572940000.0,239494000.0
2015-04-08,14.91057014465332,2081.89990234375,4950.81982421875,44980.55859375,14.954219818115234,2086.68994140625,4956.72021484375,45333.96875,14.834799766540527,2073.300048828125,4914.14990234375,44902.48046875,14.917490005493164,2076.93994140625,4914.14990234375,44994.30078125,0.0,3265330000.0,1714210000.0,252657800.0
2015-04-09,15.075550079345703,2091.179931640625,4974.56005859375,44913.26953125,15.098050117492676,2093.31005859375,4975.93017578125,45218.75,14.870030403137209,2074.2900390625,4928.10986328125,44891.7890625,14.9102201461792,2081.2900390625,4950.83984375,44980.55859375,0.0,3172360000.0,1729750000.0,190713500.0
2015-04-10,15.222040176391602,2102.06005859375,4995.97998046875,44882.01171875,15.23194980621338,2102.610107421875,4996.080078125,45009.609375,15.067999839782717,2091.510009765625,4970.02001953125,44745.03125,15.074819564819336,2091.510009765625,4977.02978515625,44913.94140625,0.0,3156200000.0,1494240000.0,168054800.0
2015-04-13,15.38479995727539,2092.429931640625,4988.25,44994.55859375,15.399849891662598,2107.64990234375,5024.25,45061.6796875,15.21327018737793,2092.330078125,4985.9599609375,44864.37890625,15.21852970123291,2102.030029296875,5001.5498046875,44881.37109375,0.0,2908420000.0,1544190000.0,151535400.0
2015-04-14,15.26144027709961,2095.840087890625,4977.2900390625,45004.51953125,15.390850067138672,2098.6201171875,4996.81982421875,45072.8984375,15.197999954223633,2083.239990234375,4952.009765625,44773.55859375,15.385299682617188,2092.280029296875,4988.81982421875,44989.171875,0.0,3301270000.0,1571360000.0,183195900.0
2015-04-15,15.26949977874756,2106.6298828125,5011.02001953125,45262.94140625,15.41528034210205,2111.909912109375,5021.18994140625,45443.01953125,15.208999633789062,2097.820068359375,4989.240234375,45001.1796875,15.261199951171877,2097.820068359375,4992.6201171875,45003.46875,0.0,4013760000.0,1795530000.0,235294000.0
2015-04-16,15.168999671936035,2104.989990234375,5007.7900390625,45480.23046875,15.314539909362791,2111.300048828125,5016.0,45483.26171875,15.115599632263184,2100.02001953125,4996.0,45094.05078125,15.275050163269045,2105.9599609375,4999.35986328125,45256.46875,0.0,3434120000.0,1662850000.0,181652800.0
2015-04-17,15.326740264892578,2081.179931640625,4931.81005859375,45012.37109375,15.378600120544434,2102.580078125,4974.08984375,45485.73828125,15.114649772644045,2072.3701171875,4912.330078125,45012.30078125,15.171030044555664,2102.580078125,4966.10986328125,45482.23828125,0.0,3627600000.0,1985190000.0,158198200.0
2015-04-20,15.459099769592283,2100.39990234375,4994.60009765625,45077.80859375,15.468050003051758,2103.93994140625,5000.2001953125,45206.28125,15.274999618530272,2084.110107421875,4952.68017578125,44958.69140625,15.312000274658203,2084.110107421875,4958.06982421875,45019.62109375,0.0,3000160000.0,1646340000.0,152786300.0
2015-04-21,15.433210372924805,2097.2900390625,5014.10009765625,45296.91015625,15.490030288696287,2109.639892578125,5028.22021484375,45433.171875,15.3548002243042,2094.3798828125,5009.509765625,45077.44140625,15.455329895019531,2102.820068359375,5023.9599609375,45077.44140625,0.0,3243410000.0,1721260000.0,182895100.0
2015-04-22,15.448240280151367,2107.9599609375,5035.169921875,45232.0390625,15.47719955444336,2109.97998046875,5040.64990234375,45294.25,15.350290298461914,2091.050048828125,4992.6201171875,45077.5703125,15.433460235595703,2098.27001953125,5026.56982421875,45294.25,0.0,3348480000.0,1696380000.0,219745700.0
2015-04-23,15.337249755859377,2112.929931640625,5056.06005859375,45418.828125,15.48291015625,2120.489990234375,5073.08984375,45473.83984375,15.289649963378906,2103.18994140625,5019.2900390625,45027.5,15.449600219726562,2107.2099609375,5020.22021484375,45226.109375,0.0,3636670000.0,1858620000.0,177848700.0
2015-04-24,15.36279010772705,2117.68994140625,5092.080078125,45773.30859375,15.439949989318848,2120.919921875,5100.3701171875,45773.30859375,15.295049667358398,2112.800048828125,5081.2099609375,45248.98046875,15.33782958984375,2112.800048828125,5096.33984375,45418.578125,0.0,3375780000.0,1895150000.0,200794300.0
2015-04-27,15.359580039978027,2108.919921875,5060.25,45512.37890625,15.428950309753418,2125.919921875,5119.830078125,46078.0703125,15.290180206298828,2107.0400390625,5053.5400390625,45490.25,15.38803005218506,2119.2900390625,5104.35986328125,45767.078125,0.0,3438750000.0,2172470000.0,190305000.0
2015-04-28,15.26099967956543,2114.760009765625,5055.419921875,45338.359375,15.389100074768066,2116.0400390625,5075.2998046875,45594.140625,15.189599990844728,2094.889892578125,5006.27978515625,45216.0390625,15.361419677734377,2108.35009765625,5063.259765625,45514.0390625,0.0,3546270000.0,2032500000.0,176189800.0
2015-04-29,15.232150077819824,2106.85009765625,5023.64013671875,44942.23046875,15.29930019378662,2113.64990234375,5053.83984375,45378.671875,15.142459869384766,2097.409912109375,4999.830078125,44895.8515625,15.257349967956545,2112.489990234375,5028.4501953125,45338.359375,0.0,4074970000.0,1871300000.0,176865800.0
2015-04-30,15.342659950256348,2085.510009765625,4941.419921875,44582.390625,15.399999618530272,2105.52001953125,5015.9599609375,45129.46875,15.212499618530272,2077.590087890625,4921.5498046875,44581.69921875,15.22700023651123,2105.52001953125,4996.990234375,44950.3203125,0.0,4509680000.0,2269290000.0,302264200.0
2015-05-01,15.548850059509276,2108.2900390625,5005.39013671875,,15.590370178222656,2108.409912109375,5005.39013671875,,15.329429626464844,2087.3798828125,4962.740234375,,15.342439651489258,2087.3798828125,4966.31982421875,,0.0,3379390000.0,1854400000.0,
2015-05-04,15.459850311279297,2114.489990234375,5016.93017578125,45238.46875,15.57802963256836,2120.949951171875,5043.6201171875,45264.5390625,15.428600311279297,2110.22998046875,5013.02001953125,44586.94140625,15.550299644470217,2110.22998046875,5018.35009765625,44589.1015625,0.0,3091580000.0,1668200000.0,179275000.0
2015-05-05,15.352510452270508,2089.4599609375,4939.330078125,45091.328125,15.481499671936035,2115.239990234375,5008.27001953125,45479.16015625,15.273699760437012,2088.4599609375,4934.33984375,45061.328125,15.461099624633787,2112.6298828125,5000.2001953125,45237.12109375,0.0,3793950000.0,2069490000.0,241196400.0
2015-05-06,15.353650093078612,2080.14990234375,4919.64013671875,44853.26171875,15.365500450134276,2098.419921875,4965.10009765625,45112.08984375,15.244999885559082,2067.929931640625,4888.169921875,44655.109375,15.352899551391602,2091.260009765625,4956.7001953125,45078.578125,0.0,3792210000.0,2144620000.0,205151800.0
2015-05-07,15.296950340270996,2088.0,4945.5400390625,44768.80078125,15.434399604797363,2092.89990234375,4957.1201171875,45010.76953125,15.273900032043455,2074.989990234375,4914.52978515625,44704.28125,15.356260299682615,2079.9599609375,4917.75,44848.4609375,0.0,3676640000.0,2042960000.0,178415900.0
2015-05-08,15.116419792175291,2116.10009765625,5003.5498046875,45125.94921875,15.321200370788574,2117.659912109375,5014.330078125,45126.0390625,15.109000205993652,2092.1298828125,4989.259765625,44770.078125,15.29911994934082,2092.1298828125,4991.6298828125,44770.078125,0.0,3399440000.0,1978760000.0,247350800.0
